sample,n_loci,n_used_fw_reads,mean_cov,mean_cov_ns,Raw,Espece,Notes_groupe
S_23_01073,105813,2291562,21.657,23.489,11919317,undatum,Groupe_EGSL_Baie_des_Bacon_Inshore
S_23_01075,91028,862998,9.481,9.879,4307588,undatum,Groupe_EGSL_Baie_des_Bacon_Inshore
S_23_01076,97551,1808209,18.536,19.655,9059731,undatum,Groupe_EGSL_Baie_des_Bacon_Inshore
S_23_01076_rep,99336,1260226,12.686,13.4,6362598,undatum,Groupe_EGSL_Baie_des_Bacon_Inshore
S_23_01077,94939,1181016,12.44,13.06,6103682,undatum,Groupe_EGSL_Baie_des_Bacon_Inshore
S_23_01078,91266,1180768,12.938,13.51,6109390,undatum,Groupe_EGSL_Baie_des_Bacon_Inshore
S_23_01094,64744,539225,8.329,8.541,2777630,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01095,31615,213751,6.761,6.705,1270028,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01096,104000,2798073,26.905,29.76,14844543,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01097,15039,93000,6.184,6.045,667481,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01098,111777,2683432,24.007,26.488,13333093,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01099,101869,1196080,11.741,12.397,6014798,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01100,25222,163294,6.474,6.32,975707,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01101,7565,46045,6.087,5.825,356797,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01102,106519,2024020,19.001,20.712,10688747,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01103,105356,2026989,19.239,20.782,10561274,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01104,97152,1062520,10.937,11.539,5596847,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01105,4716,31080,6.59,6.228,261353,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01106,106067,1698362,16.012,17.429,8974931,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01107,104581,1521961,14.553,15.815,7365656,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01108,119320,2599700,21.788,24.801,13240319,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01109,113415,1591089,14.029,15.598,8042644,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01110,29779,190175,6.386,6.277,1135325,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01111,104859,1385557,13.214,14.305,7001055,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01112,79554,670290,8.426,8.67,3591655,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01113,111914,2294130,20.499,22.665,11789279,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01114,105083,1460810,13.901,14.945,7686835,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01115,113438,2655797,23.412,26.19,13774946,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01116,107356,2236697,20.834,23.045,11058236,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01117,75706,674504,8.91,9.166,3665253,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01118,107361,1619984,15.089,16.382,8493411,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01119,54942,386956,7.043,7.096,2132118,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01120,86258,832846,9.655,10.062,4395405,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01121,19330,121658,6.294,6.146,774323,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01122,98065,2058067,20.987,22.515,10698175,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01123,98596,2061587,20.909,22.555,10592898,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01124,91936,1355069,14.739,15.486,6938622,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01125,62265,511527,8.215,8.385,2743773,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01126,94932,1600444,16.859,18.01,8696972,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01127,15405,96688,6.276,6.102,682254,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01128,88850,1069480,12.037,12.668,5909088,undatum,Groupe_EGSL_Iles_Penchees_Inshore
S_23_01144,97116,1727228,17.785,19.011,9342698,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01145,109263,2249545,20.588,22.721,11848686,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01146,114026,3213516,28.182,32.06,16374100,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01147,94554,1672663,17.69,18.743,8718052,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01148,73805,652854,8.846,9.021,3501046,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01149,98173,1718766,17.508,18.878,9377475,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01150,105295,1433704,13.616,14.618,7508311,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01151,111322,2643314,23.745,26.007,14065480,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01152,110985,1651045,14.876,16.412,8402792,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01153,103508,1534024,14.82,15.911,8116693,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01154,100580,1356669,13.488,14.608,7094206,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01155,111220,2431840,21.865,24.098,12752121,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01156,101857,1919136,18.841,20.279,10153746,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01157,102164,2668012,26.115,28.611,14558832,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01158,100012,1137638,11.375,12.195,5806121,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01159,117727,2587251,21.977,24.933,13138454,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01160,95769,1650704,17.236,18.286,8721998,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01161,96912,1039472,10.726,11.27,5473797,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01162,99332,2495518,25.123,27.039,13084146,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01163,98997,1539919,15.555,16.573,8091763,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01164,99180,1923356,19.393,20.828,10286398,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01165,98130,1069574,10.9,11.471,5502589,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01166,87705,983832,11.218,11.718,5255333,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01167,92512,1079482,11.669,12.284,5716968,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01168,103545,1578091,15.241,16.336,8181976,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01169,96160,2304460,23.965,25.835,12283003,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01170,98147,2145766,21.863,23.448,11266317,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01171,108591,1967331,18.117,19.577,9996170,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01172,97396,1618249,16.615,17.616,8371163,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01173,101773,1436405,14.114,15.014,7374758,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01174,102993,1317186,12.789,13.552,6611934,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01175,109971,2322833,21.122,22.912,11818614,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01176,98862,1108980,11.217,11.853,5768664,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01177,106007,1520001,14.339,15.367,7765431,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01178,96543,1574745,16.311,17.282,8210679,undatum,Groupe_EGSL_Bic1_Offshore
S_23_01193,90366,1174741,13,13.764,6099969,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01194,94464,1471477,15.577,16.587,7702528,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01195,103598,1298980,12.539,13.491,6482748,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01196,112028,2213162,19.755,21.838,11597576,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01196_rep,105816,2774165,26.217,28.716,14660524,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01197,109827,1732219,15.772,17.152,8958970,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01198,106978,1600733,14.963,16.087,8209064,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01199,105782,1170072,11.061,11.967,5908763,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01200,109067,2013132,18.458,20.108,10277993,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01201,114744,2748111,23.95,26.626,13934653,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01203,94875,911987,9.613,10.121,4524829,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01204,103534,1905690,18.406,19.925,9847571,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01205,100724,1571471,15.602,16.711,8044240,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01206,98923,1332629,13.471,14.3,6936192,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01207,114007,4266653,37.424,42.178,22387273,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01208,104044,3013186,28.961,31.671,15715135,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01209,99956,2780543,27.818,29.847,14293052,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01210,110101,1931552,17.543,19.143,9855201,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01211,90295,903679,10.008,10.436,4618765,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01212,108072,1792026,16.582,17.901,9124308,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01213,97179,1341931,13.809,14.645,6868183,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01214,106576,2139985,20.079,22.241,10987919,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01215,103032,1996845,19.381,20.96,10460415,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01216,108771,2528630,23.247,25.587,13407552,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01217,106590,2129802,19.981,21.705,11026120,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01219,72975,872403,11.955,12.268,5015821,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01220,91597,1036290,11.314,11.824,5314026,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01221,104027,2249054,21.62,23.564,12168108,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01222,95561,1684769,17.63,18.72,8671875,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01223,98279,1070092,10.888,11.457,5603446,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01224,104090,1849539,17.769,19.179,9706650,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01226,93385,1008542,10.8,11.26,5215311,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01227,93403,1422395,15.229,16.457,7345944,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01228,99545,1541318,15.484,16.512,8140704,undatum,Groupe_EGSL_Bic2_Offshore
S_23_01244,108188,3518372,32.521,35.941,18694143,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01245,113837,3141209,27.594,30.498,16025614,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01246,113992,3660690,32.114,35.857,18839537,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01247,102970,1331196,12.928,13.847,6971310,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01248,102952,1271763,12.353,13.289,6333720,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01249,98216,1921391,19.563,20.894,10051144,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01250,91259,1160680,12.719,13.347,6091246,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01251,101065,2728006,26.993,29.377,14407285,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01252,110672,2441690,22.062,24.191,12425350,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01253,122312,3141785,25.687,29.73,15670322,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01254,93793,1341196,14.3,15.119,6988496,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01255,83026,1166953,14.055,14.708,6784185,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01256,97257,1451943,14.929,15.942,7669029,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01257,96480,1240394,12.856,13.575,6453957,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01258,108076,1672272,15.473,16.734,8638795,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01259,110393,2940246,26.634,29.393,15238523,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01260,95365,1820300,19.088,20.318,9493281,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01261,108895,2771244,25.449,28.048,14366404,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01262,97076,2209484,22.76,24.364,11482510,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01263,109644,1788427,16.311,17.759,9291053,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01264,95518,1169441,12.243,12.885,6014224,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01265,89603,1021478,11.4,11.888,5326771,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01266,90905,1141916,12.562,13.284,6147868,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01267,104239,1283879,12.317,13.094,6532328,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01268,106006,1522462,14.362,15.425,7789664,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01269,97628,1353532,13.864,14.692,6892344,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01270,94232,1452296,15.412,16.256,7546839,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01271,82247,706796,8.594,8.777,3635461,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01272,102286,1945988,19.025,20.437,9726720,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01273,101157,1550347,15.326,16.267,7646494,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01274,96778,1014538,10.483,10.944,5223174,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01275,97575,1056513,10.828,11.364,5441450,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01276,98294,1127244,11.468,12.203,5798599,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01277,108577,2450360,22.568,24.676,12681178,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01278,109333,1943146,17.773,19.295,9987164,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_01788,16817,102098,6.071,5.864,723771,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01789,111377,2033797,18.26,20.006,10537961,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01790,72341,585250,8.09,8.313,3171316,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01792,92321,1090077,11.807,12.419,5756434,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01794,91298,891219,9.762,10.185,4694679,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01795,111708,1392243,12.463,13.719,6864656,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01796,91319,1068292,11.698,12.354,5813642,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01797,86554,1087397,12.563,13.191,5872616,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01798,105838,1778579,16.805,18.461,9349336,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01799,91140,1152498,12.645,13.57,6098955,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01800,90827,861461,9.485,9.836,4482655,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01801,93158,1137247,12.208,12.89,6037433,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01802,106007,1811344,17.087,18.516,9443844,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01803,92154,1081359,11.734,12.289,5641409,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01803_rep,97343,1630921,16.754,17.793,8553611,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01804,107671,2952281,27.419,30.352,15650654,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01805,109037,1582755,14.516,16.019,8128583,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01806,93279,1159177,12.427,13.077,6059022,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01807,103933,1364204,13.126,13.981,7033016,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01808,99682,2232706,22.398,24.334,11885120,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01809,100369,2703884,26.939,29.069,14103130,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01810,99504,1253852,12.601,13.419,6574306,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01811,110654,2556106,23.1,25.388,13241562,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01812,78508,703346,8.959,9.168,3698064,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01813,109419,2211118,20.208,22.259,11772196,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01814,83081,827164,9.956,10.307,4366650,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01815,96553,2122609,21.984,23.519,11091710,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01817,92239,1198155,12.99,13.68,6431435,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01818,82600,1342005,16.247,17.2,7393689,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01819,95825,1531332,15.981,16.909,7911102,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01820,78802,771620,9.792,10.229,4002808,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01821,93175,894551,9.601,10.02,4471019,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01822,8363,53772,6.43,6.012,411757,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01823,97788,2032228,20.782,22.285,10688580,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01824,102747,1554925,15.134,16.33,8175905,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01828,90357,1145014,12.672,13.284,6065561,undatum,Groupe_EGSL_Iles_de_la_Madeleine_Offshore
S_23_01842,95763,1165597,12.172,12.878,5840590,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01843,96866,1024690,10.578,11.11,5269309,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01844,77670,651652,8.39,8.649,3193879,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01845,78743,719192,9.133,9.423,3595169,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01846,94341,1174955,12.454,13.122,6090470,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01847,108800,2681020,24.642,27.076,13680868,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01848,91585,1326215,14.481,15.391,6825745,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01849,72844,578677,7.944,8.121,3020399,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01850,87194,808244,9.269,9.637,4212620,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01851,96725,1196894,12.374,13.105,6312928,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01852,108919,2863117,26.287,28.901,14586631,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01853,51932,373874,7.199,7.219,2056775,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01854,14525,89929,6.191,5.895,610029,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01855,108553,1972150,18.168,19.832,10100684,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01856,59884,463775,7.745,7.969,2376731,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01857,101225,2619986,25.883,27.992,13794142,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01858,100537,1285760,12.789,13.591,6550857,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
